record_id,dataset,issue_type,detail
INC-00108,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 27/11/2023
INC-00109,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 24/08/2024
INC-00110,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-00110,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 27-Sep-2025
INC-00110,incidents,missing_required_field:severity,
INC-00111,incidents,dirty_label:severity,Low -> LOW
INC-00112,incidents,dirty_label:severity,Medium -> Med
INC-00112,incidents,missing_required_field:severity,
INC-00113,incidents,dirty_label:incident_type,Leak -> LEAK
INC-00115,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 14-Nov-2024
INC-00116,incidents,missing_required_field:severity,
INC-00118,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-00118,incidents,future_date:incident_date,2026-09-09
INC-00119,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 15/04/2026
INC-00119,incidents,missing_required_field:severity,
INC-00120,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 01-May-2025
INC-00123,incidents,dirty_label:severity,Medium -> medium
INC-00123,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-11-29T00:00:00Z
INC-00123,incidents,missing_required_field:severity,
INC-00124,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 03/27/2026
INC-00128,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 05-May-2024
INC-00130,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 13/12/2025
INC-00130,incidents,missing_required_field:incident_type,
INC-00131,incidents,out_of_range:compliance_score,104.0
INC-00132,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 03-Jul-2024
INC-00136,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 10-Jan-2026
INC-00136,incidents,out_of_range:compliance_score,115.7
INC-00139,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 22-Sep-2023
INC-00140,incidents,missing_required_field:incident_type,
INC-00144,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 27-Apr-2026
INC-00146,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 17-Sep-2024
INC-00147,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-09-23T00:00:00Z
INC-00148,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 09/19/2025
INC-00149,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 07-Mar-2026
INC-00151,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 10/02/2024
INC-00152,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/29/2025
INC-00153,incidents,missing_required_field:incident_type,
INC-00154,incidents,dirty_label:severity,Medium -> Medium 
INC-00160,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-00160,incidents,out_of_range:compliance_score,-12.3
INC-00164,incidents,dirty_label:incident_type,Spill ->  spill 
INC-00166,incidents,dirty_label:severity,Medium -> Medium 
INC-00168,incidents,dirty_label:incident_type,Equipment Failure -> EQUIPMENT FAILURE
INC-00169,incidents,dirty_label:severity,Medium -> medium
INC-00171,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 28-Aug-2025
INC-00172,incidents,dirty_label:severity,Critical -> crit
INC-00174,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/05/2026
INC-00175,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-03-08T00:00:00Z
INC-00180,incidents,missing_required_field:incident_type,
INC-00181,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 25-Sep-2024
INC-00182,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 27-Jun-2025
INC-00183,incidents,dirty_label:severity,Low ->  Low
INC-00193,incidents,dirty_label:incident_type,Fire -> FIRE
INC-00195,incidents,missing_required_field:severity,
INC-00196,incidents,dirty_label:incident_type,Leak -> leak
INC-00197,incidents,dirty_label:incident_type,Fire -> FIRE
INC-00198,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-00203,incidents,missing_required_field:incident_type,
INC-00204,incidents,missing_required_field:severity,
INC-00207,incidents,missing_required_field:severity,
INC-00214,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 30-Jan-2026
INC-00217,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 26/06/2024
INC-00219,incidents,dirty_label:incident_type,Equipment Failure -> EQUIPMENT FAILURE
INC-00219,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 26-Dec-2023
INC-00221,incidents,missing_required_field:incident_type,
INC-00222,incidents,dirty_label:severity,Critical ->  Critical
INC-00225,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-01T00:00:00Z
INC-00228,incidents,future_date:incident_date,2026-08-15
INC-00229,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/21/2024
INC-00230,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 12-Feb-2024
INC-00235,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 29-Dec-2024
INC-00238,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-00241,incidents,future_date:incident_date,2026-09-13
INC-00243,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-11T00:00:00Z
INC-00244,incidents,dirty_label:incident_type,Fire -> fire
INC-00244,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 15-Jul-2026
INC-00247,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/11/2024
INC-00249,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-22T00:00:00Z
INC-00253,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 13/10/2024
INC-00262,incidents,dirty_label:severity,High ->  High
INC-00263,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-06-25T00:00:00Z
INC-00264,incidents,dirty_label:severity,Low -> low
INC-00265,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-03-01T00:00:00Z
INC-00269,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-10-23T00:00:00Z
INC-00270,incidents,missing_required_field:incident_type,
INC-00272,incidents,dirty_label:severity,Low ->  Low
INC-00272,incidents,dirty_label:incident_type,Leak -> leak
INC-00272,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 07-Jan-2025
INC-00274,incidents,dirty_label:severity,High -> high
INC-00274,incidents,missing_required_field:incident_type,
INC-00276,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 02-Sep-2023
INC-00277,incidents,dirty_label:incident_type,Leak -> LEAK
INC-00284,incidents,dirty_label:severity,High -> high
INC-00284,incidents,dirty_label:incident_type,Leak ->  Leak
INC-00284,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 03/18/2026
INC-00286,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-00287,incidents,dirty_label:incident_type,Spill -> spill
INC-00289,incidents,dirty_label:incident_type,Equipment Failure -> EQUIPMENT FAILURE
INC-00292,incidents,out_of_range:compliance_score,-0.5
INC-00293,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 27-Feb-2026
INC-00295,incidents,dirty_label:severity,Critical -> crit
INC-00296,incidents,missing_required_field:severity,
INC-00297,incidents,dirty_label:severity,High -> Hi
INC-00299,incidents,dirty_label:severity,Medium -> medium
INC-00306,incidents,dirty_label:incident_type,Leak -> leak
INC-00306,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 26/12/2025
INC-00307,incidents,dirty_label:severity,Low -> LOW
INC-00308,incidents,dirty_label:incident_type,Equipment Failure -> equipment failure
INC-00311,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-11-28T00:00:00Z
INC-00312,incidents,out_of_range:compliance_score,-12.3
INC-00315,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 02/29/2024
INC-00317,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 26-Jul-2025
INC-00318,incidents,dirty_label:severity,High -> Hi
INC-00318,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 01/07/2025
INC-00320,incidents,dirty_label:severity,Critical -> Crit
INC-00320,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 01/03/2025
INC-00324,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 03/26/2025
INC-00326,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 09-Dec-2023
INC-00331,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 01/04/2025
INC-00332,incidents,missing_required_field:incident_type,
INC-00333,incidents,missing_required_field:incident_type,
INC-00334,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-05-18T00:00:00Z
INC-00336,incidents,future_date:incident_date,2026-07-27
INC-00338,incidents,dirty_label:severity,High ->  High
INC-00343,incidents,dirty_label:incident_type,Fire -> fire
INC-00344,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/28/2024
INC-00346,incidents,dirty_label:severity,Medium ->  medium
INC-00347,incidents,dirty_label:severity,Critical -> Crit
INC-00347,incidents,dirty_label:incident_type,Spill -> Minor Spill
INC-00347,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-10T00:00:00Z
INC-00348,incidents,dirty_label:incident_type,Leak ->  Leak
INC-00351,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-00352,incidents,dirty_label:incident_type,Leak -> leak
INC-00353,incidents,future_date:incident_date,2026-08-25
INC-00354,incidents,future_date:incident_date,2026-08-29
INC-00360,incidents,dirty_label:incident_type,Spill ->  spill 
INC-00360,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 14/03/2025
INC-00364,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-03-04T00:00:00Z
INC-00370,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/05/2023
INC-00372,incidents,missing_required_field:severity,
INC-00374,incidents,missing_required_field:severity,
INC-00377,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-00379,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/17/2024
INC-00380,incidents,dirty_label:severity,Low -> LOW
INC-00381,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-00382,incidents,dirty_label:incident_type,Spill -> Minor Spill
INC-00383,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/11/2025
INC-00386,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-01-29T00:00:00Z
INC-00387,incidents,dirty_label:severity,High ->  High
INC-00390,incidents,missing_required_field:severity,
INC-00390,incidents,missing_required_field:incident_type,
INC-00392,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 01/09/2023
INC-00397,incidents,dirty_label:severity,Medium ->  medium
INC-00397,incidents,future_date:incident_date,2026-08-27
INC-00398,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 19/09/2023
INC-00400,incidents,dirty_label:severity,High -> Hi
INC-00400,incidents,out_of_range:compliance_score,-5.0
INC-00401,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-00402,incidents,dirty_label:severity,Medium -> medium
INC-00404,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-00406,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-00407,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-10-16T00:00:00Z
INC-00410,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-05-16T00:00:00Z
INC-00411,incidents,dirty_label:severity,Low ->  Low
INC-00412,incidents,dirty_label:severity,High -> HIGH
INC-00413,incidents,out_of_range:compliance_score,115.7
INC-00416,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-00417,incidents,dirty_label:severity,Medium ->  medium
INC-00418,incidents,dirty_label:severity,Medium -> MEDIUM
INC-00420,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 04/11/2023
INC-00421,incidents,dirty_label:incident_type,Spill -> Minor Spill
INC-00424,incidents,missing_required_field:severity,
INC-00426,incidents,missing_required_field:incident_type,
INC-00427,incidents,dirty_label:severity,Critical -> CRITICAL
INC-00429,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/20/2025
INC-00432,incidents,dirty_label:severity,High -> high
INC-00432,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-00435,incidents,dirty_label:severity,Low ->  Low
INC-00436,incidents,out_of_range:compliance_score,-5.0
INC-00437,incidents,dirty_label:severity,Medium -> Medium 
INC-00438,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 26/12/2025
INC-00439,incidents,dirty_label:severity,High -> Hi
INC-00441,incidents,missing_required_field:incident_type,
INC-00443,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-05-10T00:00:00Z
INC-00445,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-00448,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 07/05/2024
INC-00449,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-00450,incidents,dirty_label:severity,High -> Hi
INC-00450,incidents,dirty_label:incident_type,Near Miss -> near-miss
INC-00451,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-03-25T00:00:00Z
INC-00451,incidents,missing_required_field:incident_type,
INC-00454,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 25-Jun-2025
INC-00457,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-11-09T00:00:00Z
INC-00458,incidents,dirty_label:severity,Medium -> Med
INC-00458,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 30-Nov-2023
INC-00459,incidents,out_of_range:compliance_score,115.7
INC-00460,incidents,missing_required_field:severity,
INC-00463,incidents,missing_required_field:severity,
INC-00464,incidents,missing_required_field:incident_type,
INC-00469,incidents,dirty_label:incident_type,Leak -> leak 
INC-00469,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-03-13T00:00:00Z
INC-00470,incidents,dirty_label:incident_type,Spill -> Minor Spill
INC-00471,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 26/02/2026
INC-00471,incidents,missing_required_field:severity,
INC-00472,incidents,dirty_label:severity,Low -> LOW
INC-00475,incidents,missing_required_field:severity,
INC-00477,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-00478,incidents,dirty_label:severity,Medium -> Medium 
INC-00478,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 13/07/2026
INC-00480,incidents,dirty_label:incident_type,Equipment Failure -> equipment failure
INC-00484,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-00484,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/03/2025
INC-00485,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 11-Sep-2025
INC-00488,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-12-14T00:00:00Z
INC-00489,incidents,missing_required_field:severity,
INC-00497,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/01/2025
INC-00498,incidents,dirty_label:severity,High -> high
INC-00501,incidents,dirty_label:incident_type,Leak -> LEAK
INC-00507,incidents,dirty_label:severity,Low ->  Low
INC-00507,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 15-Oct-2023
INC-00514,incidents,dirty_label:severity,High -> HIGH
INC-00516,incidents,dirty_label:severity,Critical -> Crit
INC-00517,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-00521,incidents,dirty_label:incident_type,Leak -> leak
INC-00521,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 22/10/2024
INC-00523,incidents,dirty_label:severity,Medium -> MEDIUM
INC-00524,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 23/12/2024
INC-00526,incidents,dirty_label:severity,High -> Hi
INC-00527,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 02/19/2024
INC-00529,incidents,dirty_label:severity,Low -> LOW
INC-00531,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/15/2024
INC-00532,incidents,missing_required_field:incident_type,
INC-00535,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/23/2023
INC-00539,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-00540,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-00540,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 29-Jan-2025
INC-00541,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 02/20/2025
INC-00542,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 20/05/2024
INC-00544,incidents,dirty_label:severity,Medium -> Med
INC-00548,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-02-04T00:00:00Z
INC-00550,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 26/12/2025
INC-00551,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-00551,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 31-Oct-2023
INC-00553,incidents,dirty_label:severity,Medium ->  medium
INC-00554,incidents,missing_required_field:incident_type,
INC-00556,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 09/30/2025
INC-00557,incidents,dirty_label:severity,Low -> low
INC-00558,incidents,dirty_label:severity,Medium -> Med
INC-00559,incidents,dirty_label:incident_type,Equipment Failure -> equipment failure
INC-00560,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-00563,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 02/14/2024
INC-00564,incidents,dirty_label:incident_type,Fire -> Fire 
INC-00564,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-03-19T00:00:00Z
INC-00565,incidents,dirty_label:incident_type,Leak -> leak 
INC-00572,incidents,dirty_label:severity,High -> HIGH
INC-00575,incidents,dirty_label:incident_type,Leak ->  Leak
INC-00576,incidents,missing_required_field:severity,
INC-00580,incidents,missing_required_field:severity,
INC-00584,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-03-02T00:00:00Z
INC-00584,incidents,missing_required_field:severity,
INC-00592,incidents,dirty_label:severity,Medium -> MEDIUM
INC-00593,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 02/14/2024
INC-00596,incidents,dirty_label:severity,Low -> Lo
INC-00599,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/13/2023
INC-00599,incidents,missing_required_field:severity,
INC-00604,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 05-May-2025
INC-00604,incidents,missing_required_field:incident_type,
INC-00606,incidents,dirty_label:severity,Medium -> MEDIUM
INC-00607,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-05-02T00:00:00Z
INC-00611,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/05/2023
INC-00612,incidents,dirty_label:severity,Critical -> Crit
INC-00612,incidents,missing_required_field:incident_type,
INC-00613,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-07-07T00:00:00Z
INC-00614,incidents,dirty_label:severity,Low -> Lo
INC-00620,incidents,missing_required_field:incident_type,
INC-00623,incidents,dirty_label:severity,Low -> Lo
INC-00624,incidents,missing_required_field:severity,
INC-00629,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-00630,incidents,out_of_range:compliance_score,115.7
INC-00631,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 21-Feb-2025
INC-00635,incidents,dirty_label:severity,Medium ->  medium
INC-00635,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-00636,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 18/04/2025
INC-00637,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 07/05/2025
INC-00637,incidents,future_date:incident_date,2026-09-27
INC-00638,incidents,missing_required_field:incident_type,
INC-00642,incidents,missing_required_field:severity,
INC-00646,incidents,dirty_label:severity,High -> high
INC-00646,incidents,dirty_label:incident_type,Leak -> leak 
INC-00649,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-00650,incidents,dirty_label:severity,Medium -> Med
INC-00651,incidents,dirty_label:severity,High ->  High
INC-00651,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 23-Jul-2024
INC-00652,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 24/10/2023
INC-00654,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/12/2025
INC-00654,incidents,future_date:incident_date,2026-08-24
INC-00655,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 02/12/2023
INC-00655,incidents,out_of_range:compliance_score,115.7
INC-00657,incidents,missing_required_field:severity,
INC-00657,incidents,missing_required_field:incident_type,
INC-00659,incidents,dirty_label:severity,Low -> Lo
INC-00659,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-24T00:00:00Z
INC-00664,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 26/01/2026
INC-00664,incidents,out_of_range:compliance_score,-5.0
INC-00666,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 30-Jul-2023
INC-00667,incidents,dirty_label:severity,Medium -> MEDIUM
INC-00668,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 01/05/2024
INC-00670,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-12-16T00:00:00Z
INC-00670,incidents,out_of_range:compliance_score,150.0
INC-00673,incidents,dirty_label:severity,Low -> low
INC-00678,incidents,dirty_label:severity,Low ->  Low
INC-00682,incidents,dirty_label:severity,High -> HIGH
INC-00683,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 28-Jan-2024
INC-00684,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-00684,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/28/2025
INC-00687,incidents,missing_required_field:severity,
INC-00689,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/26/2024
INC-00690,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 09/06/2023
INC-00692,incidents,dirty_label:incident_type,Spill -> SPILL
INC-00693,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-07-25T00:00:00Z
INC-00695,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 19/01/2025
INC-00696,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-05T00:00:00Z
INC-00707,incidents,dirty_label:severity,Medium -> MEDIUM
INC-00711,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 08/12/2024
INC-00712,incidents,dirty_label:severity,Low -> low
INC-00713,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 11-Jun-2025
INC-00717,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/06/2025
INC-00720,incidents,dirty_label:severity,Low -> low 
INC-00721,incidents,missing_required_field:severity,
INC-00722,incidents,missing_required_field:incident_type,
INC-00725,incidents,dirty_label:incident_type,Spill -> spill
INC-00725,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/29/2026
INC-00726,incidents,dirty_label:incident_type,Leak -> LEAK
INC-00726,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/13/2023
INC-00727,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-09-26T00:00:00Z
INC-00729,incidents,dirty_label:incident_type,Leak -> leak 
INC-00732,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/29/2025
