reading_id,timestamp,site,pipeline_section,pressure_psi,flow_rate_bph,temperature_celsius,valve_status,sensor_id
TEL-000930,2026-05-09T15:57:53,SITE-006,Section F — Kisumu Terminal Link,351.2,2206.4,30.6,Open,SNS-013
TEL-004243,2026-07-08T00:45:58,SITE-002,Section C — Nakuru-Eldoret Extension,424.4,2539.8,35.9,Open,SNS-004
TEL-003794,2026-06-29T23:39:51,SITE-007,Section D — Sinendet Lateral,345.2,2131.8,29.1,Open,SNS-013
TEL-003718,2026-06-28T15:19:45,SITE-002,Section B — Nairobi-Nakuru Spur,401.2,2559.9,37.5,Closed,SNS-003
TEL-002062,2026-05-30T02:21:30,NAKURU,Section C — Nakuru-Eldoret Extension,501.6,2101.8,30.8,Open,SNS-004
TEL-003230,2026-06-19T03:37:22,ELDORET,Section D — Sinendet Lateral,323.7,2760.6,20.8,Closed,SNS-013
TEL-001167,2026-05-14T04:20:50,SITE-004,Section C — Nakuru-Eldoret Extension,288.4,4853.6,25.2,Closed,SNS-007
TEL-000256,2026-04-27T11:23:53,SITE-007,Section F — Kisumu Terminal Link,429.7,3684.6,34.1,Partially Open,SNS-012
TEL-004526,2026-07-13T13:53:06,SITE-003,Section B — Nairobi-Nakuru Spur,428.7,3662.8,22.8,Open,SNS-004
TEL-002340,2026-06-04T05:02:23,SITE-005,Section D — Sinendet Lateral,418.9,2702.1,27.6,Closed,SNS-001
TEL-002492,2026-06-06T19:55:46,SITE-002,Section E — Makueni Branch,469.8,4358.2,27.1,Closed,SNS-012
TEL-000732,2026-05-06T01:09:16,NAKURU,Section C — Nakuru-Eldoret Extension,278.6,2824.4,32.5,Open,SNS-005
TEL-004127,2026-07-05T14:37:14,SITE-003,Section C — Nakuru-Eldoret Extension,354.8,4660.4,40.8,Open,SNS-014
TEL-004830,2026-07-18T17:22:25,SITE-006,Section E — Makueni Branch,400.7,3684.6,25.6,Partially Open,SNS-009
TEL-001326,2026-05-16T19:28:43,SITE-005,Section B — Nairobi-Nakuru Spur,308.2,3342.2,27.6,Closed,SNS-012
TEL-000237,2026-04-27T03:38:01,SITE-007,Section E — Makueni Branch,272.1,2747.8,35.5,Open,SNS-005
TEL-003971,2026-07-03T00:03:02,SITE-007,Section C — Nakuru-Eldoret Extension,417.4,1278.8,41.2,Closed,SNS-004
TEL-004442,2026-07-11T21:18:14,SITE-001,Section A — Mombasa-Nairobi Main,248.3,3309.3,29.1,Open,SNS-001
TEL-002742,2026-06-11T10:33:42,SITE-001,Section B — Nairobi-Nakuru Spur,485.4,2147.0,26.0,Open,SNS-009
TEL-000381,2026-04-29T17:15:47,SITE-004,Section E — Makueni Branch,389.4,3913.3,26.4,Closed,SNS-003
TEL-002544,2026-06-07T17:00:04,SITE-005,Section A — Mombasa-Nairobi Main,482.6,4879.2,35.5,Open,SNS-012
TEL-002758,2026-06-11T15:40:34,SITE-005,Section B — Nairobi-Nakuru Spur,405.4,4182.8,35.0,Open,SNS-010
TEL-001362,2026-05-17T14:23:03,SITE-006,Section A — Mombasa-Nairobi Main,550.6,,24.8,Open,SNS-004
TEL-001429,2026-05-19T06:50:30,SITE-002,Section E — Makueni Branch,371.0,1866.5,23.5,Closed,SNS-001
TEL-001273,2026-05-15T23:54:02,SITE-005,Section D — Sinendet Lateral,428.9,4580.4,24.9,Open,SNS-009
TEL-000282,2026-04-28T00:01:29,SITE-006,Section C — Nakuru-Eldoret Extension,420.9,2450.4,31.6,Closed,SNS-009
TEL-000198,2026-04-26T14:50:42,SITE-003,Section C — Nakuru-Eldoret Extension,302.5,3040.0,29.6,Open,SNS-014
TEL-002451,2026-06-06T02:47:16,SITE-004,Section D — Sinendet Lateral,403.3,3963.8,30.7,Open,SNS-012
TEL-001024,2026-05-11T06:33:54,SITE-004,Section A — Mombasa-Nairobi Main,418.5,3010.4,33.7,Closed,SNS-008
TEL-003747,2026-06-29T04:11:47,SITE-007,Section B — Nairobi-Nakuru Spur,556.6,3190.7,33.5,Open,SNS-011
TEL-003694,2026-06-28T05:14:48,SITE-003,Section C — Nakuru-Eldoret Extension,317.7,3209.1,24.1,Closed,SNS-001
TEL-000894,2026-05-08T19:41:50,SITE-002,Section F — Kisumu Terminal Link,317.6,3846.3,27.3,Closed,SNS-013
TEL-004388,2026-07-10T20:46:09,SITE-001,Section F — Kisumu Terminal Link,535.7,2990.6,25.6,Closed,SNS-007
TEL-003751,2026-06-29T05:32:09,SITE-003,Section C — Nakuru-Eldoret Extension,333.8,1680.8,31.9,Open,SNS-008
TEL-002919,2026-06-14T08:49:12,NAKURU,Section E — Makueni Branch,389.2,1492.8,33.1,Closed,SNS-006
TEL-001961,2026-05-28T03:14:46,SITE-006,Section B — Nairobi-Nakuru Spur,430.2,2580.2,25.2,Open,SNS-012
TEL-001692,2026-05-23T13:58:58,SITE-005,Section A — Mombasa-Nairobi Main,443.5,2908.7,31.3,Partially Open,SNS-011
TEL-002472,2026-06-06T11:42:53,SITE-004,Section F — Kisumu Terminal Link,417.9,2888.8,21.9,Open,SNS-008
TEL-002435,2026-06-05T20:00:52,SITE-006,Section D — Sinendet Lateral,480.5,2758.6,36.9,Open,SNS-008
TEL-003556,2026-06-25T07:30:31,SITE-005,Section C — Nakuru-Eldoret Extension,530.6,3489.1,32.3,Open,SNS-012
TEL-000372,2026-04-29T13:39:42,SITE-005,Section E — Makueni Branch,377.1,2317.4,43.2,Partially Open,SNS-007
TEL-002487,2026-06-06T17:55:39,SITE-005,Section F — Kisumu Terminal Link,308.6,3184.7,29.9,Open,SNS-002
TEL-001473,2026-05-19T23:10:11,SITE-005,Section C — Nakuru-Eldoret Extension,254.6,2394.2,23.8,Closed,SNS-001
TEL-004109,2026-07-05T08:13:20,SITE-006,Section D — Sinendet Lateral,395.3,3523.0,28.1,Open,SNS-012
TEL-003219,2026-06-18T22:48:03,SITE-002,Section A — Mombasa-Nairobi Main,421.0,1197.7,25.7,Open,SNS-001
TEL-004781,2026-07-17T21:39:31,SITE-006,Section E — Makueni Branch,320.0,4070.2,27.8,Open,SNS-012
TEL-002535,2026-06-07T14:34:20,SITE-007,Section C — Nakuru-Eldoret Extension,515.8,3822.9,35.1,Open,SNS-005
TEL-002035,2026-05-29T17:14:59,SITE-007,Section E — Makueni Branch,419.5,3211.6,27.6,Open,SNS-009
TEL-003160,2026-06-18T03:27:00,SITE-007,Section E — Makueni Branch,1000,3475.3,35.1,Closed,SNS-003
TEL-000725,2026-05-05T22:15:49,ELDORET,Section F — Kisumu Terminal Link,434.6,3426.8,24.9,Closed,SNS-014
TEL-002893,2026-06-13T22:20:43,SITE-007,Section C — Nakuru-Eldoret Extension,496.6,1284.2,29.2,Open,SNS-003
TEL-002381,2026-06-04T21:08:35,SITE-002,Section B — Nairobi-Nakuru Spur,429.0,1009.0,32.7,Closed,SNS-006
TEL-003752,2026-06-29T06:12:20,SITE-005,Section D — Sinendet Lateral,495.7,3427.4,18.6,Open,SNS-014
TEL-003119,2026-06-17T11:16:19,SITE-001,Section F — Kisumu Terminal Link,474.8,3295.2,34.6,Partially Open,SNS-012
TEL-002581,2026-06-08T10:42:40,SITE-005,Section F — Kisumu Terminal Link,387.5,4606.1,35.6,Partially Open,SNS-003
TEL-000088,2026-04-24T14:07:22,SITE-006,Section E — Makueni Branch,467.1,2750.9,28.1,Open,SNS-010
TEL-001177,2026-05-14T07:01:00,Kipevu terminal,Section F — Kisumu Terminal Link,224.4,1560.1,34.1,Open,SNS-011
TEL-001823,2026-05-25T13:53:24,SITE-007,Section E — Makueni Branch,305.3,2840.1,23.8,Closed,SNS-006
TEL-004933,2026-07-20T13:50:16,SITE-006,Section B — Nairobi-Nakuru Spur,378.1,3151.4,32.8,Open,SNS-001
TEL-000012,2026-04-23T06:27:44,SITE-004,Section D — Sinendet Lateral,416.7,2412.2,25.0,Open,SNS-006
TEL-003095,2026-06-16T23:09:50,SITE-003,Section D — Sinendet Lateral,439.8,4870.3,34.4,Closed,SNS-003
TEL-001847,2026-05-25T22:33:48,SITE-007,Section F — Kisumu Terminal Link,505.1,3178.5,27.1,Closed,SNS-005
TEL-000640,2026-05-04T14:28:11,SITE-001,Section C — Nakuru-Eldoret Extension,381.2,3323.9,27.7,Open,SNS-010
TEL-004720,2026-07-16T20:42:27,kisumu terminal,Section D — Sinendet Lateral,396.2,3124.8,33.0,Open,SNS-007
TEL-003379,2026-06-22T06:48:55,SITE-003,Section B — Nairobi-Nakuru Spur,332.6,3126.8,31.1,Closed,SNS-013
TEL-000226,2026-04-27T00:35:53,SITE-004,Section F — Kisumu Terminal Link,356.0,4927.1,20.4,Closed,SNS-006
TEL-003735,2026-06-28T22:58:53,SITE-006,Section E — Makueni Branch,368.3,3839.8,24.9,Open,SNS-009
TEL-002263,2026-06-02T22:51:17,SITE-002,Section E — Makueni Branch,591.2,4507.5,27.4,Closed,SNS-002
TEL-004405,2026-07-11T03:33:18,SITE-006,Section A — Mombasa-Nairobi Main,437.1,2931.0,33.7,Open,SNS-001
TEL-001597,2026-05-22T00:24:05,SITE-002,Section C — Nakuru-Eldoret Extension,391.3,2921.6,30.4,Open,SNS-013
TEL-000634,2026-05-04T11:15:22,SITE-006,Section B — Nairobi-Nakuru Spur,409.1,2522.2,37.6,Open,SNS-013
TEL-002709,2026-06-10T16:47:55,SITE-003,Section A — Mombasa-Nairobi Main,526.0,2386.1,31.9,Open,SNS-013
TEL-004398,2026-07-11T01:39:55,SITE-006,Section A — Mombasa-Nairobi Main,359.1,4012.1,27.3,Closed,SNS-002
TEL-003038,2026-06-16T00:37:06,SITE-006,Section F — Kisumu Terminal Link,457.2,2653.6,26.5,Open,SNS-001
TEL-003198,2026-06-18T15:13:36,SITE-002,Section A — Mombasa-Nairobi Main,329.6,2600.6,28.2,Partially Open,SNS-014
TEL-003986,2026-07-03T06:38:27,SITE-002,Section D — Sinendet Lateral,270.6,3181.2,32.6,Open,SNS-011
TEL-004414,2026-07-11T07:14:40,SITE-005,Section A — Mombasa-Nairobi Main,408.4,2886.2,29.8,Partially Open,SNS-006
TEL-004485,2026-07-12T14:31:04,MAKUENI,Section B — Nairobi-Nakuru Spur,422.7,3283.8,36.7,Open,SNS-001
TEL-003873,2026-07-01T08:09:02,SITE-004,Section F — Kisumu Terminal Link,353.6,2570.9,27.0,Open,SNS-009
TEL-001958,2026-05-28T02:44:07,SITE-006,Section F — Kisumu Terminal Link,374.6,3248.2,20.4,Open,SNS-014
TEL-003045,2026-06-16T03:47:37,SITE-001,Section F — Kisumu Terminal Link,288.1,3500.6,24.2,Open,SNS-013
TEL-004410,2026-07-11T06:24:27,SITE-002,Section F — Kisumu Terminal Link,537.6,2790.9,28.4,Open,SNS-002
TEL-000584,2026-05-03T12:21:26,SITE-007,Section C — Nakuru-Eldoret Extension,259.7,1704.4,28.2,Open,SNS-011
TEL-002631,2026-06-09T07:56:19,SITE-006,Section B — Nairobi-Nakuru Spur,346.8,3513.0,26.2,Open,SNS-002
TEL-003759,2026-06-29T08:12:26,SITE-001,Section E — Makueni Branch,401.7,2469.5,28.6,Partially Open,SNS-001
TEL-004621,2026-07-15T00:33:08,SITE-002,Section F — Kisumu Terminal Link,576.5,3132.1,27.7,Partially Open,SNS-003
TEL-000331,2026-04-28T23:04:09,SITE-001,Section E — Makueni Branch,361.3,2049.3,25.3,Open,SNS-012
TEL-000193,2026-04-26T12:22:34,SITE-005,Section F — Kisumu Terminal Link,360.7,2592.6,40.5,Open,SNS-007
TEL-000227,2026-04-27T00:56:12,SITE-003,Section F — Kisumu Terminal Link,229.5,2627.9,34.7,Partially Open,SNS-001
TEL-004170,2026-07-06T12:37:08,SITE-006,Section F — Kisumu Terminal Link,467.5,3282.3,29.3,Open,SNS-012
TEL-001662,2026-05-23T01:03:17,Thange section,Section C — Nakuru-Eldoret Extension,345.3,1314.6,20.4,Open,SNS-013
TEL-001710,2026-05-23T20:25:13,SITE-004,Section C — Nakuru-Eldoret Extension,512.7,2239.9,27.8,Closed,SNS-013
TEL-002084,2026-05-30T11:30:40,SITE-006,Section A — Mombasa-Nairobi Main,302.9,2887.2,24.0,Open,SNS-001
TEL-002877,2026-06-13T16:26:17,SITE-006,Section A — Mombasa-Nairobi Main,410.1,4352.6,25.0,Closed,SNS-001
TEL-001346,2026-05-17T05:04:01,SITE-004,Section A — Mombasa-Nairobi Main,486.5,3269.7,27.8,Closed,SNS-011
TEL-001266,2026-05-15T18:40:48,SITE-001,Section D — Sinendet Lateral,387.0,2663.7,32.3,Open,SNS-013
TEL-004846,2026-07-18T21:21:48,SITE-005,Section F — Kisumu Terminal Link,290.0,3619.5,,Open,SNS-012
TEL-002280,2026-06-03T07:32:08,SITE-007,Section F — Kisumu Terminal Link,430.6,2410.0,32.1,Open,SNS-001
TEL-002225,2026-06-02T06:53:21,SITE-004,Section C — Nakuru-Eldoret Extension,208.2,3091.5,19.9,Open,SNS-009
TEL-003206,2026-06-18T18:45:31,SITE-003,Section B — Nairobi-Nakuru Spur,414.7,2469.5,24.3,Closed,SNS-014
TEL-001025,2026-05-11T07:17:11,SITE-007,Section C — Nakuru-Eldoret Extension,358.1,3845.4,39.8,Closed,SNS-005
TEL-004822,2026-07-18T14:39:43,SITE-001,Section F — Kisumu Terminal Link,393.3,3054.1,28.3,Closed,SNS-002
TEL-004464,2026-07-12T09:37:07,SITE-006,Section A — Mombasa-Nairobi Main,600.0,1925.4,24.1,Partially Open,SNS-006
TEL-001045,2026-05-11T18:19:26,SITE-005,Section A — Mombasa-Nairobi Main,449.6,2658.0,29.8,Open,SNS-005
TEL-001270,2026-05-15T20:04:08,SITE-004,Section B — Nairobi-Nakuru Spur,362.4,2131.5,23.7,Open,SNS-003
TEL-001562,2026-05-21T12:37:19,SITE-006,Section E — Makueni Branch,261.8,1639.4,15.0,Closed,SNS-003
TEL-003125,2026-06-17T13:17:15,SITE-005,Section F — Kisumu Terminal Link,392.1,2903.6,28.2,Closed,SNS-004
TEL-000761,2026-05-06T13:29:46,SITE-005,Section D — Sinendet Lateral,292.0,3295.7,30.7,Partially Open,SNS-003
TEL-001122,2026-05-13T03:32:01,Kisumu  Terminal,Section C — Nakuru-Eldoret Extension,555.2,2892.4,19.7,Open,SNS-004
TEL-003017,2026-06-15T16:35:54,SITE-004,Section E — Makueni Branch,379.5,1992.5,21.9,Closed,SNS-007
TEL-003061,2026-06-16T10:32:59,KSM Terminal,Section C — Nakuru-Eldoret Extension,480.2,3132.8,34.2,Partially Open,SNS-003
TEL-002662,2026-06-09T22:55:18,Eldoret term,Section C — Nakuru-Eldoret Extension,336.9,4297.7,26.4,Open,SNS-007
TEL-002876,2026-06-13T15:06:09,SITE-002,Section A — Mombasa-Nairobi Main,494.8,,23.5,Partially Open,SNS-005
TEL-004587,2026-07-14T12:58:56,SITE-007,Section A — Mombasa-Nairobi Main,434.5,2963.3,37.3,Open,SNS-006
TEL-002170,2026-06-01T00:54:07,SITE-005,Section D — Sinendet Lateral,421.1,4953.0,31.0,Closed,SNS-014
TEL-001221,2026-05-15T00:31:22,SITE-003,Section A — Mombasa-Nairobi Main,469.4,2224.9,32.2,Closed,SNS-005
TEL-001636,2026-05-22T16:23:47,SITE-004,Section A — Mombasa-Nairobi Main,516.3,2776.3,36.7,Closed,SNS-014
TEL-000241,2026-04-27T05:03:56,SITE-004,Section E — Makueni Branch,315.2,3653.5,28.9,Open,SNS-004
TEL-001220,2026-05-14T22:54:30,SITE-001,Section D — Sinendet Lateral,412.7,3650.9,23.0,Closed,SNS-006
TEL-000571,2026-05-03T06:59:30,SITE-004,Section F — Kisumu Terminal Link,458.5,3002.1,17.8,Closed,SNS-001
TEL-002039,2026-05-29T18:20:37,SITE-002,Section B — Nairobi-Nakuru Spur,495.4,3672.1,28.6,Open,SNS-009
TEL-000014,2026-04-23T07:29:34,Makueni PS,Section E — Makueni Branch,300.3,2420.4,24.1,Open,SNS-010
TEL-001923,2026-05-27T07:22:28,SITE-006,Section F — Kisumu Terminal Link,399.3,3577.7,29.2,Partially Open,SNS-006
TEL-000983,2026-05-10T17:04:47,SITE-002,Section A — Mombasa-Nairobi Main,252.6,1822.6,37.5,Open,SNS-012
TEL-003580,2026-06-25T21:09:22,SITE-004,Section A — Mombasa-Nairobi Main,434.2,2700.6,28.0,Closed,SNS-005
TEL-002894,2026-06-13T22:35:13,Makueni PS,Section B — Nairobi-Nakuru Spur,391.1,3243.1,21.9,Partially Open,SNS-014
TEL-002846,2026-06-13T02:34:55,SITE-006,Section B — Nairobi-Nakuru Spur,360.8,3365.0,31.7,Closed,SNS-011
TEL-004862,2026-07-19T03:49:55,SITE-004,Section D — Sinendet Lateral,271.0,3026.5,34.1,Open,SNS-005
TEL-003303,2026-06-20T18:42:25,SITE-002,Section B — Nairobi-Nakuru Spur,303.7,2956.5,36.6,Open,SNS-014
TEL-001469,2026-05-19T22:22:27,SITE-001,Section F — Kisumu Terminal Link,508.4,2807.9,19.4,Open,SNS-012
TEL-002424,2026-06-05T16:12:33,SITE-003,Section D — Sinendet Lateral,306.7,2336.1,30.4,Open,SNS-004
TEL-000455,2026-05-01T03:36:34,SITE-006,Section B — Nairobi-Nakuru Spur,200.0,3625.0,24.8,Open,SNS-005
TEL-003251,2026-06-19T18:38:15,SITE-003,Section A — Mombasa-Nairobi Main,503.4,2705.8,30.2,Open,SNS-011
TEL-002632,2026-06-09T07:58:41,SITE-002,Section D — Sinendet Lateral,431.0,3926.1,32.1,Closed,SNS-004
TEL-004384,2026-07-10T18:38:08,SITE-001,Section D — Sinendet Lateral,400.4,2489.7,25.1,Open,SNS-013
TEL-004684,2026-07-16T05:07:10,SITE-002,Section B — Nairobi-Nakuru Spur,458.7,2208.5,18.2,Open,SNS-006
TEL-001151,2026-05-13T20:24:19,SITE-002,Section B — Nairobi-Nakuru Spur,381.9,2428.1,28.9,Closed,SNS-001
TEL-004043,2026-07-04T03:33:15,SITE-005,Section A — Mombasa-Nairobi Main,463.1,3313.2,22.2,Closed,SNS-014
TEL-003990,2026-07-03T09:04:33,SITE-002,Section B — Nairobi-Nakuru Spur,427.5,1991.4,24.0,Closed,SNS-013
TEL-004292,2026-07-08T21:23:36,SITE-001,Section A — Mombasa-Nairobi Main,361.1,3488.3,34.2,Partially Open,SNS-012
TEL-001120,2026-05-13T01:18:56,SITE-007,Section C — Nakuru-Eldoret Extension,302.0,3125.6,29.7,Partially Open,SNS-008
TEL-001453,2026-05-19T16:45:16,SITE-005,Section A — Mombasa-Nairobi Main,427.1,2919.4,38.0,Partially Open,SNS-013
TEL-002660,2026-06-09T21:06:52,SITE-007,Section C — Nakuru-Eldoret Extension,414.6,1912.1,29.6,Open,SNS-008
TEL-000973,2026-05-10T13:02:39,nakuru depot,Section B — Nairobi-Nakuru Spur,252.9,2735.9,29.2,Partially Open,SNS-005
TEL-001422,2026-05-19T01:57:56,SITE-005,Section B — Nairobi-Nakuru Spur,568.4,4074.8,35.1,Open,SNS-002
TEL-001928,2026-05-27T11:02:10,SITE-004,Section B — Nairobi-Nakuru Spur,281.3,3579.0,26.3,Partially Open,SNS-013
TEL-004516,2026-07-13T09:06:41,SITE-001,Section E — Makueni Branch,346.6,2023.1,29.5,Open,SNS-009
TEL-004838,2026-07-18T20:27:21,SITE-004,Section E — Makueni Branch,340.0,2660.8,33.5,Open,SNS-006
TEL-002061,2026-05-30T02:08:35,SITE-005,Section D — Sinendet Lateral,283.7,2421.2,31.4,Partially Open,SNS-003
TEL-000023,2026-04-23T11:41:37,SINENDET,Section E — Makueni Branch,312.3,3603.4,21.9,Open,SNS-002
TEL-001989,2026-05-28T21:22:03,SITE-002,Section D — Sinendet Lateral,401.0,2206.3,32.3,Open,SNS-012
TEL-004653,2026-07-15T14:57:24,SITE-005,Section D — Sinendet Lateral,418.4,2934.5,33.0,Open,SNS-004
TEL-002785,2026-06-12T02:12:40,SITE-006,Section C — Nakuru-Eldoret Extension,362.1,2786.4,23.6,Open,SNS-007
TEL-000069,2026-04-24T08:27:23,SITE-006,Section F — Kisumu Terminal Link,370.2,3323.3,38.5,Partially Open,SNS-001
TEL-002419,2026-06-05T12:21:32,Kisumu  Terminal,Section C — Nakuru-Eldoret Extension,394.9,3908.2,28.7,Partially Open,SNS-002
TEL-001000,2026-05-10T22:21:19,SITE-005,Section C — Nakuru-Eldoret Extension,409.2,2555.9,33.6,Open,SNS-003
TEL-001791,2026-05-25T03:21:24,SITE-002,Section C — Nakuru-Eldoret Extension,307.9,3455.4,36.8,Closed,SNS-002
TEL-004438,2026-07-11T18:11:59,SITE-001,Section D — Sinendet Lateral,393.6,3545.2,24.6,Partially Open,SNS-010
TEL-002615,2026-06-09T03:52:10,SITE-002,Section F — Kisumu Terminal Link,339.4,2357.7,15.0,Partially Open,SNS-005
TEL-004211,2026-07-07T10:15:17,SITE-001,Section B — Nairobi-Nakuru Spur,369.8,2450.5,34.3,Open,SNS-005
TEL-000789,2026-05-07T06:00:10,SITE-006,Section C — Nakuru-Eldoret Extension,336.5,3557.4,38.9,Open,SNS-009
TEL-000418,2026-04-30T10:20:59,SITE-002,Section F — Kisumu Terminal Link,375.0,3703.0,40.8,Closed,SNS-014
TEL-002364,2026-06-04T14:15:33,SITE-007,Section E — Makueni Branch,416.9,3209.0,28.8,Partially Open,SNS-010
TEL-004198,2026-07-07T05:14:15,SITE-007,Section E — Makueni Branch,321.7,3188.5,32.2,Closed,SNS-003
TEL-002815,2026-06-12T15:06:13,SITE-007,Section D — Sinendet Lateral,396.9,3190.8,24.5,Partially Open,SNS-013
TEL-003724,2026-06-28T16:26:27,SITE-003,Section E — Makueni Branch,299.2,3634.2,30.4,Closed,SNS-008
